Destination Port,Flow Duration,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Bwd IAT Std,Bwd IAT Max,Fwd PSH Flags,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Bytes,Init_Win_bytes_backward,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,235,72,36,36,36.0,141,141,141.0,0.0,78.33333333,93.51648696,183,3,3.0,0.0,3,0.0,49,0,36,141,78.0,57.51086854,3307.5,0,0,0,0,0,1,97.5,36.0,141.0,72,-1,0.0,0.0,0,0,0
53,24443,62,31,31,31.0,159,159,159.0,0.0,8147.666667,14106.97648,24437,3,3.0,0.0,3,0.0,3,0,31,159,82.2,70.10848736,4915.2,0,0,0,0,0,1,102.75,31.0,159.0,62,-1,0.0,0.0,0,0,0
80,8398196,30,6,6,6.0,0,0,0.0,0.0,2099549.0,4198351.335,8397076,8398196,2099549.0,4198351.335,8397076,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,7.2,6.0,0.0,30,-1,8397076.0,0.0,8397076,8397076,1
1035,58,0,0,0,0.0,6,6,6.0,0.0,58.0,0.0,58,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
443,7535748,1060,377,0,75.71428571,4380,0,914.9166667,1246.113701,301429.92,923851.6891,3999766,7535590,579660.7692,1237884.485,3999829,1333259.895,3999788,0,0,4380,445.8888889,921.3931898,848965.4103,0,0,1,0,0,0,463.0384615,75.71428571,914.9166667,1060,33,0.0,0.0,0,0,0
53,147,46,23,23,23.0,23,23,23.0,0.0,49.0,83.13843876,145,1,1.0,0.0,1,0.0,1,0,23,23,23.0,0.0,0.0,0,0,0,0,0,1,28.75,23.0,23.0,46,-1,0.0,0.0,0,0,0
53,236,74,37,37,37.0,96,96,96.0,0.0,78.66666667,132.7943272,232,1,1.0,0.0,1,0.0,3,0,37,96,60.6,32.31563089,1044.3,0,0,0,0,0,1,75.75,37.0,96.0,74,-1,0.0,0.0,0,0,0
443,115651114,1273,597,0,63.65,1460,0,246.5789474,500.8100456,3043450.368,4574561.493,10000000,116000000,6086900.737,4873308.527,10000000,5022357.489,10100000,0,0,1460,148.95,368.4887327,135783.9462,0,0,1,0,0,0,152.7692308,63.65,246.5789474,1273,5510,9592596.667,1415132.847,10000000,5098950,0
80,149621,26,20,0,8.666666667,4380,0,1934.5,2177.344966,18702.625,52545.71433,148746,557,278.5,388.2016229,553,66429.4688,148746,0,0,4380,1163.3,1903.962654,3625073.789,0,0,1,0,0,2,1292.555556,8.666666667,1934.5,26,229,0.0,0.0,0,0,1
53,104876437,91,49,42,45.5,170,154,162.0,11.313708499,34958812.3333333,60444696.3740287,104754327,104845698,104845698.0,0.0,104845698,0.0,104785066,0,42,170,92.8,63.4877941025,4030.7,0,0,0,0,0,1,116.0,45.5,162.0,91,-1,104754327.0,0.0,104754327,104754327,0
53,60946,46,46,46,46.0,357,357,357.0,0.0,60946.0,0.0,60946,0,0.0,0.0,0,0.0,0,0,46,357,149.6666667,179.5559337,32240.33333,0,0,0,0,0,1,224.5,46.0,357.0,46,-1,0.0,0.0,0,0,0
53,31160,184,46,46,46.0,62,62,62.0,0.0,6232.0,10810.79856,24985,24993,8331.0,14422.78707,24985,0.0,49,0,46,62,50.57142857,7.807200584,60.95238095,0,0,0,0,0,0,59.0,46.0,62.0,184,-1,0.0,0.0,0,0,0
53,140,84,42,42,42.0,58,58,58.0,0.0,46.66666667,75.63288526,134,3,3.0,0.0,3,0.0,3,0,42,58,48.4,8.76356092,76.8,0,0,0,0,0,1,60.5,42.0,58.0,84,-1,0.0,0.0,0,0,0
443,115959786,1098,517,0,40.6666666667,2896,0,712.28,898.5436142262,2273721.29411765,4162049.24512371,10025029,115959786,4459991.76923077,4969838.70719995,10048019,5095384.66934432,10048223,0,0,2896,356.6981132075,703.8679559544,495430.099419449,0,0,1,0,0,0,363.5576923077,40.6666666667,712.28,1098,290,10021496.9090909,8136.6964605366,10025029,9999533,0
53,252,86,43,43,43.0,99,99,99.0,0.0,84.0,139.4309865,245,3,3.0,0.0,3,0.0,4,0,43,99,65.4,30.67246322,940.8,0,0,0,0,0,1,81.75,43.0,99.0,86,-1,0.0,0.0,0,0,0
80,6002457,0,0,0,0.0,0,0,0.0,0.0,2000819.0,3445324.24564641,5979114,6002457,3001228.5,4211366.06129419,5979114,0.0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,28960,0.0,0.0,0,0,0
80,4,0,0,0,0.0,0,0,0.0,0.0,4.0,0.0,4,4,4.0,0.0,4,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
80,7060,12,6,6,6.0,0,0,0.0,0.0,7060.0,0.0,7060,7060,7060.0,0.0,7060,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
80,3,0,0,0,0.0,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
1022,43,0,0,0,0.0,6,6,6.0,0.0,43.0,0.0,43,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
80,27600172,2200,1216,0,314.2857143,392,0,130.6666667,202.4279296,2300014.333,4148698.467,10000000,17600000,2937524.333,4528463.628,10000000,5074192.164,10100000,0,0,1216,213.1428571,403.6584347,162940.1319,0,0,1,0,0,0,229.5384615,314.2857143,130.6666667,2200,178,8679532.5,1903293.16,10000000,7333701,0
53,328,84,42,42,42.0,102,102,102.0,0.0,109.3333333,183.3093924,321,4,4.0,0.0,4,0.0,3,0,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,1,82.5,42.0,102.0,84,-1,0.0,0.0,0,0,0
50450,212,0,0,0,0.0,0,0,0.0,0.0,106.0,145.6639969,209,212,106.0,145.6639969,209,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,0
53,72299,52,52,52,52.0,92,92,92.0,0.0,72299.0,0.0,72299,0,0.0,0.0,0,0.0,0,0,52,92,65.33333333,23.09401077,533.3333333,0,0,0,0,0,1,98.0,52.0,92.0,52,-1,0.0,0.0,0,0,0
80,9044187,12,6,6,6.0,0,0,0.0,0.0,9044187.0,0.0,9044187,9044187,9044187.0,0.0,9044187,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
53,47717,114,57,57,57.0,134,134,134.0,0.0,15905.66667,27506.13032,47667,3,3.0,0.0,3,0.0,47,0,57,134,87.8,42.17463693,1778.7,0,0,0,0,0,1,109.75,57.0,134.0,114,-1,0.0,0.0,0,0,0
389,114337010,4030,403,0,201.5,316,316,316.0,0.0,3942655.51724138,12569259.5369215,54484386,114337010,6017737.36842105,15250423.2266825,54484386,20696182.0488611,54527955,1,0,403,244.935483871,175.6192729522,30842.1290322581,0,1,0,1,0,0,253.1,201.5,316.0,4030,255,38086515.3333333,16165651.1371954,54484386,22163549,0
443,86953,12,6,6,6.0,0,0,0.0,0.0,86953.0,0.0,86953,86953,86953.0,0.0,86953,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
1069,13,2,2,2,2.0,6,6,6.0,0.0,13.0,0.0,13,0,0.0,0.0,0,0.0,0,0,2,6,3.333333333,2.309401077,5.333333333,0,0,1,0,0,1,5.0,2.0,6.0,2,0,0.0,0.0,0,0,1
6510,44,0,0,0,0.0,6,6,6.0,0.0,44.0,0.0,44,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
51234,2237221,6,6,6,6.0,6,6,6.0,0.0,372870.1667,901451.1443,2212906,0,0.0,0.0,0,987763.0794,2212906,0,6,6,6.0,0.0,0.0,0,0,0,1,1,6,6.857142857,6.0,6.0,6,0,0.0,0.0,0,0,0
443,90638491,2212,1203,0,96.1739130435,2920,0,826.8709677419,928.8809662504,1710160.20754717,8654766.45910151,44999445,90614982,4118862.81818182,13235929.9473691,45022658,11417800.6055329,45022989,0,0,2920,506.2727272727,801.9801293961,643172.127946128,0,0,1,0,0,1,515.6481481481,96.1739130435,826.8709677419,2212,292,44999302.0,202.2325394194,44999445,44999159,0
80,30533,26,20,0,8.666666667,8760,0,2900.25,4128.319301,5088.833333,11715.92143,28997,29000,14500.0,20504.68244,28999,16657.27736,29410,0,0,8760,1453.375,3113.952607,9696700.839,0,0,1,0,0,1,1661.0,8.666666667,2900.25,26,229,0.0,0.0,0,0,1
80,99568733,383,377,0,54.71428571,4344,0,1932.5,1977.812908,8297394.417,28700000.0,99400000,99400000,16600000.0,40600000.0,99400000,57867.18552,132121,0,0,4344,855.5714286,1565.497892,2450783.648,0,0,0,1,0,0,921.3846154,54.71428571,1932.5,383,235,99400000.0,0.0,99400000,99400000,1
80,116035360,1929,494,0,91.85714286,296,0,67.52941176,124.6746354,3136090.811,4570759.907,10000000,116000000,5801009.75,4844894.029,10000000,4321362.685,10000000,0,0,494,78.8974359,156.1050245,24368.77868,0,0,1,0,0,0,80.97368421,91.85714286,67.52941176,1929,1047,10000000.0,20846.03133,10000000,9948006,0
80,80239866,56,20,0,7.0,4380,0,1933.5,1973.024455,6172297.385,18400000.0,66600000,78400000,11200000.0,24800000.0,66600000,803441.9193,1800900,0,0,4380,777.5333333,1531.267956,2344781.552,0,0,0,1,0,0,833.0714286,7.0,1933.5,56,229,39200000.0,38700000.0,66600000,11900000,1
53,173,90,45,45,45.0,109,109,109.0,0.0,57.66666667,60.08604941,122,3,3.0,0.0,3,0.0,48,0,45,109,70.6,35.05424368,1228.8,0,0,0,0,0,1,88.25,45.0,109.0,90,-1,0.0,0.0,0,0,0
53,54315,48,48,48,48.0,176,176,176.0,0.0,54315.0,0.0,54315,0,0.0,0.0,0,0.0,0,0,48,176,90.66666667,73.90083446,5461.333333,0,0,0,0,0,1,136.0,48.0,176.0,48,-1,0.0,0.0,0,0,0
33698,2,12,6,6,6.0,0,0,0.0,0.0,2.0,0.0,2,2,2.0,0.0,2,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
2717,43,0,0,0,0.0,6,6,6.0,0.0,43.0,0.0,43,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
80,71061962,56,20,0,7.0,5840,0,1934.5,2558.396197,5466304.769,18700000.0,67600000,70500000,10100000.0,25400000.0,67600000,265218.3668,593327,0,0,5840,777.9333333,1814.694877,3293117.495,0,0,0,1,0,0,833.5,7.0,1934.5,56,229,67600000.0,0.0,67600000,67600000,1
80,84946204,319,319,0,39.875,4344,0,1932.5,1977.812908,6534323.385,23500000.0,84800000,84800000,12100000.0,32000000.0,84800000,63433.46085,145227,0,0,4344,794.2666667,1526.080997,2328923.21,0,0,0,1,0,0,851.0,39.875,1932.5,319,235,84800000.0,0.0,84800000,84800000,1
53,30843,40,40,40,40.0,127,127,127.0,0.0,30843.0,0.0,30843,0,0.0,0.0,0,0.0,0,0,40,127,69.0,50.22947342,2523.0,0,0,0,0,0,1,103.5,40.0,127.0,40,-1,0.0,0.0,0,0,0
10012,49,2,2,2,2.0,6,6,6.0,0.0,49.0,0.0,49,0,0.0,0.0,0,0.0,0,0,2,6,3.333333333,2.309401077,5.333333333,0,0,1,0,0,1,5.0,2.0,6.0,2,0,0.0,0.0,0,0,1
80,4,0,0,0,0.0,0,0,0.0,0.0,4.0,0.0,4,4,4.0,0.0,4,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
58888,48,12,6,6,6.0,0,0,0.0,0.0,48.0,0.0,48,48,48.0,0.0,48,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
38627,53,0,0,0,0.0,0,0,0.0,0.0,53.0,0.0,53,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,1444,0.0,0.0,0,0,0
53,34087,100,25,25,25.0,57,57,57.0,0.0,6817.4,9644.454225,20490,20496,6832.0,11828.17496,20490,0.0,4,0,25,57,34.14285714,15.61440117,243.8095238,0,0,0,0,0,0,39.83333333,25.0,57.0,100,-1,0.0,0.0,0,0,0
443,5070015,394,213,0,49.25,2920,0,743.2,1236.3548034444,422501.25,1376956.17404926,4791660,5070015,724287.857142857,1795125.55888127,4791660,18508.6453560672,39701,0,0,2920,293.5714285714,771.2026286946,594753.494505495,0,0,1,0,0,0,316.1538461538,49.25,743.2,394,119,0.0,0.0,0,0,0
443,61093624,2123,869,0,132.6875,1646,0,416.7142857,673.578438,2106676.69,4087457.001,10000000,61100000,4072908.267,5020185.075,10100000,5162775.212,10100000,0,0,1646,256.6774194,511.5588847,261692.4925,0,0,1,0,0,0,265.2333333,132.6875,416.7142857,2123,132,9967553.5,80988.9241,10000000,9802480,0
53,31594,76,76,76,76.0,204,204,204.0,0.0,31594.0,0.0,31594,0,0.0,0.0,0,0.0,0,0,76,204,118.6666667,73.90083446,5461.333333,0,0,0,0,0,1,178.0,76.0,204.0,76,-1,0.0,0.0,0,0,0
80,116481682,307,307,0,8.771428571,2836,0,955.8857143,822.8072382,1688140.319,3709608.211,10000000,116000000,3425931.824,4738688.627,10000000,4761864.304,10000000,0,0,2836,475.5352113,746.7765554,557675.2237,0,0,1,0,0,1,482.3285714,8.771428571,955.8857143,307,340,10000000.0,3860.417829,10000000,9998838,0
443,4090127,123,46,0,24.6,46,46,46.0,0.0,818025.4,1808427.632,4052913,4090127,1022531.75,2020329.073,4052913,0.0,0,1,0,46,30.71428571,21.68497395,470.2380952,0,1,0,1,0,0,35.83333333,24.6,46.0,123,374,0.0,0.0,0,0,0
80,5612871,24,6,6,6.0,0,0,0.0,0.0,1870957.0,3237999.181,5609876,5612871,1870957.0,3237999.181,5609876,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,7.5,6.0,0.0,24,-1,5609876.0,0.0,5609876,5609876,1
36807,328,407,258,0,81.4,6,6,6.0,0.0,46.85714286,71.67153915,197,328,82.0,129.9846145,274,164.75588,235,1,0,258,75.88888889,105.9002413,11214.86111,0,1,0,1,0,0,85.375,81.4,6.0,407,0,0.0,0.0,0,0,0
80,20000,0,0,0,0.0,0,0,0.0,0.0,20000.0,0.0,20000,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,35,0.0,0.0,0,0,0
56285,19319,11601,5840,0,1933.5,20,6,13.0,9.899494937,2759.857143,6720.827787,17991,19319,3863.8,7928.646145,18040,0.0,6,0,0,5840,1291.888889,2110.95076,4456113.111,0,0,1,0,0,0,1453.375,1933.5,13.0,11601,256,0.0,0.0,0,0,0
80,994,0,0,0,0.0,0,0,0.0,0.0,994.0,0.0,994,994,994.0,0.0,994,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
48826,273,12,6,6,6.0,0,0,0.0,0.0,273.0,0.0,273,273,273.0,0.0,273,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
53,30862,84,42,42,42.0,97,97,97.0,0.0,10287.3333333333,17812.9878553075,30856,3,3.0,0.0,3,0.0,3,0,42,97,64.0,30.1247406628,907.5,0,0,0,0,0,1,80.0,42.0,97.0,84,-1,0.0,0.0,0,0,0
80,930533,26,20,0,8.666666667,4380,0,1934.5,2177.344966,116316.625,328713.9429,929842,565,282.5,395.2726907,562,415762.3717,929842,0,0,4380,1163.3,1903.962654,3625073.789,0,0,1,0,0,2,1292.555556,8.666666667,1934.5,26,229,0.0,0.0,0,0,1
443,115520205,1008,625,0,48.0,1418,0,267.6842105,507.8626294,2962056.538,4542903.109,10000000,116000000,5776010.25,4970186.1,10100000,5046180.821,10100000,0,0,1418,148.6341463,372.566622,138805.8878,0,0,1,0,0,0,152.35,48.0,267.6842105,1008,179,10000000.0,12602.26247,10000000,9997406,0
53,24315,74,37,37,37.0,109,109,109.0,0.0,8105.0,14035.67373,24312,1,1.0,0.0,1,0.0,2,0,37,109,65.8,39.43602414,1555.2,0,0,0,0,0,1,82.25,37.0,109.0,74,-1,0.0,0.0,0,0,0
53,211,68,34,34,34.0,66,66,66.0,0.0,70.33333333,116.6247544,205,3,3.0,0.0,3,0.0,3,0,34,66,46.8,17.52712184,307.2,0,0,0,0,0,1,58.5,34.0,66.0,68,-1,0.0,0.0,0,0,0
59583,21,6,6,6,6.0,6,6,6.0,0.0,21.0,0.0,21,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,1,9.0,6.0,6.0,6,32850,0.0,0.0,0,0,0
53,32268,76,38,38,38.0,102,102,102.0,0.0,10756.0,18626.47441,32264,1,1.0,0.0,1,0.0,3,0,38,102,63.6,35.05424368,1228.8,0,0,0,0,0,1,79.5,38.0,102.0,76,-1,0.0,0.0,0,0,0
443,281162,201,195,6,100.5,1489,0,736.75,847.3996991,56232.4,85502.54716,193356,280987,280987.0,0.0,280987,111562.9021,193356,1,0,1489,477.5714286,683.7428506,467504.2857,0,1,0,1,1,2,557.1666667,100.5,736.75,201,15544,0.0,0.0,0,0,0
80,99625774,354,354,0,44.25,7240,0,1932.5,2695.639126,7663521.077,27600000.0,99600000,99600000,14200000.0,37600000.0,99600000,16051.76222,37147,0,0,7240,796.6,1877.430455,3524745.114,0,0,0,1,0,0,853.5,44.25,1932.5,354,235,99600000.0,0.0,99600000,99600000,1
443,5847829,406,225,0,50.75,2707,0,844.8,1213.842123,487319.0833,1574702.935,5486418,5847829,835404.1429,2051532.483,5486418,58496.4933,118716,0,0,2707,330.7142857,784.390251,615268.0659,0,0,1,0,0,0,356.1538462,50.75,844.8,406,110,5486418.0,0.0,5486418,5486418,0
53,47955,68,34,34,34.0,118,118,118.0,0.0,15985.0,27520.71242,47763,3,3.0,0.0,3,0.0,189,0,34,118,67.6,46.00869483,2116.8,0,0,0,0,0,1,84.5,34.0,118.0,68,-1,0.0,0.0,0,0,0
5810,43,2,2,2,2.0,6,6,6.0,0.0,43.0,0.0,43,0,0.0,0.0,0,0.0,0,0,2,6,3.333333333,2.309401077,5.333333333,0,0,1,0,0,1,5.0,2.0,6.0,2,0,0.0,0.0,0,0,1
80,84883678,920,430,0,70.76923077,1770,0,296.0,688.5082689,3536819.917,4687123.172,10000000,77400000,6451879.917,4817725.8,10000000,3959561.518,10000000,0,0,1770,172.0,484.4315432,234673.92,0,0,1,0,0,0,178.88,70.76923077,296.0,920,980,9635855.125,1040661.237,10000000,7060358,0
443,5639142,367,210,0,40.77777778,1448,0,618.3333333,674.5504182,402795.8571,1464689.097,5491433,5639142,704892.75,1934212.606,5491433,19746.68849,41631,0,0,1448,254.8125,489.2970766,239411.6292,0,0,1,0,0,0,271.8,40.77777778,618.3333333,367,118,5491433.0,0.0,5491433,5491433,0
80,115845578,2255,433,0,107.3809524,746,0,207.5555556,343.6130214,3048567.842,4544993.152,10000000,116000000,5792278.9,4895195.149,10100000,4885338.65,10100000,0,0,746,149.775,269.0581376,72392.28141,0,0,1,0,0,0,153.6153846,107.3809524,207.5555556,2255,377,9985283.0,61948.02982,10000000,9799493,0
53,162,62,31,31,31.0,95,95,95.0,0.0,54.0,87.4699948554,155,3,3.0,0.0,3,0.0,4,0,31,95,56.6,35.0542436803,1228.8,0,0,0,0,0,1,70.75,31.0,95.0,62,-1,0.0,0.0,0,0,0
443,296476,609,405,0,60.9,2741,0,649.8888888889,995.4314949363,16470.8888888889,36991.9694749278,97351,296433,32937.0,48826.0707051059,99103,45090.7962684737,98180,0,0,2741,322.9,719.3153835785,517414.621052632,0,0,1,0,0,0,339.8947368421,60.9,649.8888888889,609,130,0.0,0.0,0,0,0
80,115431884,524,262,0,11.64444444,2896,0,1187.660377,877.7583543,1190019.423,3247086.85,10200000,115000000,2623451.909,4453740.704,10200000,4213071.628,10200000,0,0,2896,641.1111111,870.5401899,757840.2222,0,0,1,0,0,1,647.6530612,11.64444444,1187.660377,524,122,10200000.0,75105.6073,10200000,9960038,0
53,284,94,47,47,47.0,226,226,226.0,0.0,94.66666667,121.714146,233,47,47.0,0.0,47,0.0,4,0,47,226,118.6,98.04233779,9612.3,0,0,0,0,0,1,148.25,47.0,226.0,94,-1,0.0,0.0,0,0,0
26383,5821094,6,6,6,6.0,6,6,6.0,0.0,1164218.8,2583853.263,5786292,0,0.0,0.0,0,2892718.574,5786292,0,6,6,6.0,0.0,0.0,0,0,0,1,1,5,7.0,6.0,6.0,6,0,5786292.0,0.0,5786292,5786292,0
10628,41,2,2,2,2.0,6,6,6.0,0.0,41.0,0.0,41,0,0.0,0.0,0,0.0,0,0,2,6,3.333333333,2.309401077,5.333333333,0,0,1,0,0,1,5.0,2.0,6.0,2,0,0.0,0.0,0,0,1
53,130946,51,51,51,51.0,95,95,95.0,0.0,130946.0,0.0,130946,0,0.0,0.0,0,0.0,0,0,51,95,65.66666667,25.40341184,645.3333333,0,0,0,0,0,1,98.5,51.0,95.0,51,-1,0.0,0.0,0,0,0
443,0,6,6,6,6.0,6,6,6.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,1,9.0,6.0,6.0,6,35040,0.0,0.0,0,0,0
80,3,0,0,0,0.0,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
80,98327986,306,294,0,61.2,4344,0,1932.5,2178.085008,9832798.6,31100000.0,98300000,98300000,24600000.0,49100000.0,98300000,10096.26422,23294,0,0,4344,992.25,1768.395067,3127221.114,1,0,0,0,0,1,1082.454545,61.2,1932.5,306,235,98300000.0,0.0,98300000,98300000,1
34162,56,0,0,0,0.0,0,0,0.0,0.0,56.0,0.0,56,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,316,0.0,0.0,0,0,0
53,140,102,51,51,51.0,67,67,67.0,0.0,46.66666667,75.63288526,134,3,3.0,0.0,3,0.0,3,0,51,67,57.4,8.76356092,76.8,0,0,0,0,0,1,71.75,51.0,67.0,102,-1,0.0,0.0,0,0,0
56444,83,0,0,0,0.0,0,0,0.0,0.0,83.0,0.0,83,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0,36200,0.0,0.0,0,0,0
53,23878,46,46,46,46.0,90,90,90.0,0.0,23878.0,0.0,23878,0,0.0,0.0,0,0.0,0,0,46,90,60.66666667,25.40341184,645.3333333,0,0,0,0,0,1,91.0,46.0,90.0,46,-1,0.0,0.0,0,0,0
443,116893107,1592,590,0,83.78947368,1430,0,252.5263158,459.951612,3159273.162,13300000.0,58300000,117000000,6494061.5,18800000.0,58300000,18800000.0,58300000,0,0,1430,163.8461538,343.4416781,117952.1862,0,0,1,0,0,1,168.1578947,83.78947368,252.5263158,1592,369,58100000.0,171889.8803,58300000,58000000,0
443,9494494,314,232,0,44.85714286,145,0,58.0,79.41977084,863135.8182,1613506.576,4370833,9494494,1582415.667,1994325.042,4370833,2047585.758,4421934,0,0,232,46.46153846,77.12178182,5947.769231,0,0,1,0,0,0,50.33333333,44.85714286,58.0,314,110,0.0,0.0,0,0,0
443,1,12,6,6,6.0,0,0,0.0,0.0,1.0,0.0,1,1,1.0,0.0,1,0.0,0,0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
80,5827316,12,6,0,3.0,0,0,0.0,0.0,1165463.2,2564719.19,5753253,5827316,1942438.667,3300266.352,5753258,0.0,37009,0,0,6,1.714285714,2.927700219,8.571428571,0,0,1,0,0,0,2.0,3.0,0.0,12,29200,0.0,0.0,0,0,0
53,24065,88,44,44,44.0,128,128,128.0,0.0,8021.666667,13809.92977,23968,48,48.0,0.0,48,0.0,49,0,44,128,77.6,46.00869483,2116.8,0,0,0,0,0,1,97.0,44.0,128.0,88,-1,0.0,0.0,0,0,0
52186,37,6,6,6,6.0,6,6,6.0,0.0,37.0,0.0,37,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,1,9.0,6.0,6.0,6,65535,0.0,0.0,0,0,0
6100,45,0,0,0,0.0,6,6,6.0,0.0,45.0,0.0,45,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
53,46916,62,31,31,31.0,127,127,127.0,0.0,15638.66667,27080.03703,46908,4,4.0,0.0,4,0.0,4,0,31,127,69.4,52.58136552,2764.8,0,0,0,0,0,1,86.75,31.0,127.0,62,-1,0.0,0.0,0,0,0
443,5105374,329,203,0,54.83333333,1460,0,459.1428571,689.8145714,425447.8333,1425914.429,4953034,152337,30467.4,28163.55938,75754,2034889.592,4999614,0,0,1460,253.0714286,518.2220291,268554.0714,0,0,1,0,0,1,272.5384615,54.83333333,459.1428571,329,119,0.0,0.0,0,0,0
1151,60,4,2,2,2.0,6,6,6.0,0.0,20.0,24.75883681,48,1,1.0,0.0,1,0.0,48,0,2,6,3.6,2.19089023,4.8,0,0,1,0,0,1,4.5,2.0,6.0,4,0,0.0,0.0,0,0,0
53,299,70,35,35,35.0,67,67,67.0,0.0,99.66666667,90.35670054,204,47,47.0,0.0,47,0.0,48,0,35,67,47.8,17.52712184,307.2,0,0,0,0,0,1,59.75,35.0,67.0,70,-1,0.0,0.0,0,0,0
80,12598,12,6,6,6.0,0,0,0.0,0.0,12598.0,0.0,12598,12598,12598.0,0.0,12598,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
139,36,4,4,0,1.333333333,4,4,4.0,0.0,12.0,14.73091986,29,36,18.0,21.21320344,33,0.0,0,1,0,4,2.4,2.19089023,4.8,0,1,0,1,0,0,3.0,1.333333333,4.0,4,302,0.0,0.0,0,0,0
53,182,78,39,39,39.0,119,119,119.0,0.0,60.66666667,99.01683359,175,3,3.0,0.0,3,0.0,4,0,39,119,71.0,43.8178046,1920.0,0,0,0,0,0,1,88.75,39.0,119.0,78,-1,0.0,0.0,0,0,0
